zip_code,customer_id,account_id,tenure_months,num_referrals,has_internet_service,internet_type,has_unlimited_data,has_phone_service,has_multiple_lines,has_premium_tech_support,has_online_security,has_online_backup,has_device_protection,contract_type,paperless_billing,payment_method,avg_long_distance_fee_monthly,total_long_distance_fee,avg_gb_download_monthly,stream_tv,stream_movie,stream_music,total_monthly_fee,total_charges_quarter,total_refunds,status,churn_label,churn_category,churn_reason,gender,age,senior_citizen,married,num_dependents,area_id,city,latitutde,longitude,population
95554,2985-FMWYF,KRCK-YRWVR,23,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,18.12,416.76,23,Yes,Yes,Yes,93.5,2341.55,0.0,Stayed,No,,,Female,46,No,No,0,1309,Myers Flat,40.267158,-123.805913,644
95461,0208-BPQEJ,KRIO-KQKZH,12,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,8.25,99.0,0,No,No,No,19.4,198.1,0.0,Stayed,No,,,Female,48,No,Yes,1,1264,Middletown,38.787446,-122.58675,7789
94704,4013-TLDHQ,KRUH-IKFQQ,19,0,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,20.26,384.94,25,No,No,No,78.25,1490.95,0.0,Churned,Yes,Competitor,Competitor had better devices,Male,59,No,No,0,1011,Berkeley,37.871416,-122.246597,21205
92321,2589-AYCRP,KSJJ-BKSIV,50,0,No,None,No,Yes,No,No,No,No,No,One Year,No,Bank Withdrawal,37.95,1897.5,0,No,No,No,19.75,989.05,0.0,Stayed,No,,,Female,63,No,No,0,439,Cedar Glen,34.255203,-117.175654,455
90650,4011-ARPHK,KSLE-ZDIMU,27,0,Yes,DSL,No,Yes,No,No,Yes,No,No,Month-to-Month,No,Credit Card,18.51,499.77,9,No,No,No,50.35,1411.35,0.0,Stayed,No,,,Male,59,No,No,0,125,Norwalk,33.905963,-118.08263,103214
95629,0980-FEXWF,KSVR-LVDHQ,26,4,Yes,DSL,Yes,Yes,No,No,No,No,Yes,One Year,No,Credit Card,4.62,120.12,19,No,No,No,50.35,1285.8,0.0,Stayed,No,,,Male,32,No,Yes,1,1350,Fiddletown,38.513484,-120.704613,850
95385,3170-GWYKC,KSWS-XVBNV,60,0,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,22.88,1372.8,48,Yes,Yes,Yes,104.95,6236.75,0.0,Stayed,No,,,Female,30,No,No,0,1218,Vernalis,37.609095,-121.263381,274
92109,2082-CEFLT,KSYD-ZSPRI,1,0,Yes,DSL,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,11.73,11.73,24,No,No,No,45.6,45.6,0.0,Churned,Yes,Competitor,Competitor made better offer,Male,31,No,No,0,358,San Diego,32.787836,-117.232376,46086
91316,1098-KFQEC,KTOF-SKIVD,55,8,No,None,No,Yes,No,No,No,No,No,Two Year,No,Credit Card,27.75,1526.25,0,No,No,No,19.4,1083.0,0.0,Stayed,No,,,Female,24,No,Yes,2,195,Encino,34.150354,-118.518292,27614
93223,4947-DSMXK,KTPE-WHKWU,34,9,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,42.74,1453.16,52,Yes,Yes,Yes,97.7,3410.0,0.0,Stayed,No,,,Male,28,No,Yes,2,647,Farmersville,36.29878,-119.201028,8644
91977,2027-DNKIV,KTZE-SDNUF,37,1,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Credit Card,35.67,1319.79,76,No,No,No,58.75,2203.1,0.0,Stayed,No,,,Male,28,No,Yes,3,309,Spring Valley,32.726627,-116.994608,56100
95607,0516-QREYC,KUAD-PCVEL,24,0,No,None,No,Yes,No,No,No,No,No,Two Year,Yes,Credit Card,18.39,441.36,0,No,No,No,20.3,459.95,0.0,Stayed,No,,,Female,78,Yes,No,0,1333,Capay,38.681651,-122.130569,262
95818,4450-YOOHP,KUBF-TQBWV,39,0,Yes,DSL,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,0.0,0.0,6,Yes,Yes,Yes,50.65,1905.4,3.51,Stayed,No,,,Female,56,No,No,0,1430,Sacramento,38.556306,-121.495817,21313
90247,0396-HUJBP,KUEU-USXQL,2,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,49.91,99.82,0,No,No,No,19.3,44.4,0.0,Joined,No,,,Female,34,No,No,0,75,Gardena,33.890853,-118.297967,47758
90003,2967-MXRAV,KUQV-ZFNIK,1,9,No,None,No,Yes,No,No,No,No,No,One Year,No,Mailed Check,43.57,43.57,0,No,No,No,18.8,18.8,0.0,Joined,No,,,Male,29,No,Yes,0,3,Los Angeles,33.964131,-118.272783,58198
95443,1386-ZIKUV,KVBK-TZGWI,7,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,33.18,232.26,0,No,No,No,18.95,130.55,0.0,Stayed,No,,,Male,42,No,No,0,1248,Glenhaven,39.045246,-122.743181,175
96051,5195-KPUNQ,KVHD-BDNOD,53,0,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Credit Card,34.58,1832.74,28,No,Yes,Yes,96.75,5206.55,0.0,Stayed,No,,,Female,72,Yes,No,0,1556,Lakehead,40.883853,-122.418258,1236
93543,3423-HHXAO,KVIL-UCOYI,14,2,No,None,No,Yes,No,No,No,No,No,One Year,Yes,Credit Card,41.05,574.7,0,No,No,No,19.5,272.0,0.0,Stayed,No,,,Female,58,No,Yes,1,754,Littlerock,34.505273,-117.955054,11198
91606,1676-MQAOA,KVUB-HARSO,72,0,Yes,Cable,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,15.03,1082.16,22,Yes,No,No,75.1,5336.35,0.0,Stayed,No,,,Male,32,No,No,0,238,North Hollywood,34.187599,-118.387125,45358
93648,0576-WNXXC,KWLV-VMDWF,27,1,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,39.49,1066.23,7,No,Yes,Yes,95.55,2510.2,0.0,Churned,Yes,Dissatisfaction,Service dissatisfaction,Male,70,Yes,Yes,0,803,Parlier,36.622237,-119.521126,12587
95618,2160-GPFXD,KXRT-DAOCR,54,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,24.59,1327.86,52,No,No,No,65.65,3566.7,0.0,Stayed,No,,,Male,25,No,Yes,2,1340,Davis,38.544002,-121.685559,648
92327,4110-PFEUZ,KYAJ-JJWVK,1,0,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,29.78,29.78,13,No,No,No,69.55,69.55,0.0,Churned,Yes,Competitor,Competitor had better devices,Female,54,No,No,0,442,Daggett,34.875144,-116.821698,678
92120,2843-CQMEG,KYCP-YNHYV,24,0,Yes,Cable,Yes,Yes,No,No,No,Yes,No,Month-to-Month,Yes,Mailed Check,3.72,89.28,59,No,No,No,49.7,1218.25,0.0,Stayed,No,,,Male,21,No,No,0,368,San Diego,32.807867,-117.060993,25569
93606,0567-GGCAC,KYEN-QNOHX,7,0,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,15.84,110.88,14,No,No,No,61.4,438.9,0.0,Stayed,No,,,Female,38,No,No,0,772,Biola,36.798882,-120.019511,807
93927,4361-JEIVL,KYLS-ZHHAD,1,0,Yes,DSL,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,7.14,7.14,52,No,No,Yes,44.4,44.4,0.0,Churned,Yes,Attitude,Attitude of service provider,Male,29,No,No,3,846,Greenfield,36.248708,-121.386617,14204
96067,1394-SUIUH,KYTR-DFISL,44,4,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,44.44,1955.36,6,No,No,No,85.15,3670.5,0.0,Stayed,No,,,Female,70,Yes,Yes,0,1568,Mount Shasta,41.33832,-122.290756,7309
93442,4950-HKQTE,KYUX-KFDKH,22,0,No,None,No,Yes,Yes,No,No,No,No,Two Year,No,Credit Card,5.28,116.16,0,No,No,No,26.25,605.9,0.0,Stayed,No,,,Female,47,No,No,0,717,Morro Bay,35.369553,-120.763864,10909
90035,3315-IKYZQ,KZCC-NOJSN,28,2,Yes,DSL,Yes,No,No,Yes,Yes,No,Yes,One Year,No,Credit Card,0.0,0.0,19,Yes,No,No,50.8,1386.8,0.0,Stayed,No,,,Male,42,No,Yes,1,32,Los Angeles,34.051809,-118.383843,27799
92109,0345-HKJVM,KZMD-FJDBQ,6,0,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,2.6,15.6,22,Yes,Yes,Yes,89.3,577.6,0.0,Churned,Yes,Other,Don't know,Female,43,No,No,0,358,San Diego,32.787836,-117.232376,46086
91770,2133-TSRRM,KZVJ-NCKFI,34,0,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,32.94,1119.96,21,Yes,Yes,Yes,105.35,3688.6,0.0,Stayed,No,,,Female,47,No,No,3,274,Rosemead,34.065108,-118.082791,61623
92028,4013-UBXWQ,KZXT-HSAEJ,7,0,Yes,Cable,Yes,Yes,Yes,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,48.82,341.74,19,Yes,Yes,Yes,74.65,521.1,28.35,Churned,Yes,Competitor,Competitor made better offer,Female,33,No,No,0,325,Fallbrook,33.362575,-117.299644,42239
91932,0895-LMRSF,LAKK-RPIWO,23,0,Yes,Cable,No,Yes,No,No,No,No,No,One Year,Yes,Bank Withdrawal,46.4,1067.2,23,Yes,Yes,Yes,64.9,1509.8,0.0,Stayed,No,,,Male,34,No,No,0,299,Imperial Beach,32.579134,-117.119009,26662
93260,2972-YDYUW,LAUV-GWJWJ,57,0,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,No,One Year,No,Bank Withdrawal,38.94,2219.58,7,No,Yes,Yes,94.7,5468.95,0.0,Stayed,No,,,Female,47,No,No,0,669,Posey,35.861928,-118.636698,266
94923,4366-CTOUZ,LAVX-QGDPA,50,0,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,No,Two Year,Yes,Credit Card,15.1,755.0,9,Yes,Yes,Yes,100.2,5038.45,0.0,Stayed,No,,,Female,36,No,No,0,1028,Bodega Bay,38.377165,-123.037957,1785
92083,2900-PHPLN,LBXL-WOIZV,70,2,No,None,No,Yes,No,No,No,No,No,Two Year,Yes,Credit Card,15.9,1113.0,0,No,No,No,19.55,1462.05,0.0,Stayed,No,,,Female,73,Yes,Yes,0,346,Vista,33.17494,-117.242761,62036
90255,1268-ASBGA,LBYW-VZDCT,16,1,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,9.93,158.88,27,No,Yes,No,85.35,1375.15,0.0,Churned,Yes,Dissatisfaction,Limited range of services,Female,66,Yes,Yes,0,80,Huntington Park,33.97803,-118.217141,78114
90071,2832-KJCRD,LCDV-MFLEF,38,0,Yes,Fiber Optic,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,23.95,910.1,27,Yes,Yes,Yes,103.65,3988.5,0.0,Stayed,No,,,Female,22,No,No,0,60,Los Angeles,34.052917,-118.255178,21
95681,2845-KDHVX,LDJD-BXKSB,64,9,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Two Year,Yes,Credit Card,23.29,1490.56,25,No,Yes,Yes,68.3,4378.8,0.0,Stayed,No,,,Female,57,No,Yes,0,1390,Sheridan,38.984756,-121.345074,1219
95324,0575-CUQOV,LDTC-LCWMX,60,10,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,One Year,Yes,Bank Withdrawal,17.05,1023.0,21,Yes,Yes,No,97.95,5867.0,0.0,Stayed,No,,,Male,76,Yes,Yes,0,1177,Hilmar,37.394536,-120.890747,7177
94612,2150-OEGBV,LEYI-VIKQT,27,0,No,None,No,Yes,No,No,No,No,No,One Year,No,Bank Withdrawal,33.4,901.8,0,No,No,No,20.1,562.6,0.0,Stayed,No,,,Male,31,No,No,0,1005,Oakland,37.809014,-122.269739,11702
90242,1389-CXMLU,LFLA-QHWCQ,3,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,26.32,78.96,8,Yes,No,No,91.05,289.1,0.0,Churned,Yes,Competitor,Competitor made better offer,Male,65,Yes,No,0,73,Downey,33.921793,-118.140588,42459
94903,2193-SFWQW,LGLP-HZAJR,72,9,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,24.08,1733.76,19,Yes,Yes,Yes,111.95,8033.1,0.0,Stayed,No,,,Male,47,No,Yes,1,1024,San Rafael,38.018065,-122.546024,28403
95041,0487-RPVUM,LGSK-RTDLW,61,1,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,15.15,924.15,28,Yes,No,No,99.4,5943.65,0.0,Stayed,No,,,Male,49,No,Yes,0,1078,Mount Hermon,37.051166,-122.056194,77
92356,4201-JMNGR,LHBK-ZFLFC,1,0,Yes,Cable,Yes,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,26.22,26.22,22,No,No,No,55.8,55.8,0.0,Churned,Yes,Dissatisfaction,Service dissatisfaction,Female,66,Yes,No,0,458,Lucerne Valley,34.508417,-116.856103,5256
96124,1478-VPOAD,LHIK-GIGJR,1,0,Yes,DSL,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,37.5,37.5,3,No,No,No,43.8,43.8,0.0,Joined,No,,,Female,39,No,No,0,1609,Calpine,39.672813,-120.456699,322
95488,1741-WTPON,LHKK-PLZHM,56,8,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,40.86,2288.16,27,Yes,Yes,Yes,115.85,6567.9,0.0,Stayed,No,,,Male,42,No,Yes,3,1278,Westport,39.724433,-123.767578,309
90745,2135-RXIHG,LHNW-XLHTB,1,0,Yes,Cable,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,14.12,14.12,24,No,No,No,45.65,45.65,0.0,Churned,Yes,Competitor,Competitor had better devices,Male,63,No,No,0,147,Carson,33.822295,-118.26411,55486
96137,2612-RRIDN,LHWM-BQTXG,4,0,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,21.62,86.48,59,Yes,No,Yes,81.0,340.85,0.0,Churned,Yes,Dissatisfaction,Limited range of services,Male,25,No,No,0,1618,Westwood,40.271535,-121.018087,4158
95977,3644-QXEHN,LIGL-YVYUX,13,1,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,44.05,572.65,19,Yes,Yes,Yes,97.0,1334.45,0.0,Stayed,No,,,Male,60,No,Yes,1,1507,Smartville,39.176595,-121.291692,963
90015,0280-XJGEX,LJEX-EJGOF,49,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,44.33,2172.17,11,Yes,Yes,Yes,103.7,5036.3,0.0,Churned,Yes,Competitor,Competitor had better devices,Male,38,No,No,1,14,Los Angeles,34.039224,-118.266293,15140
94019,4902-OHLSK,LKBX-PDOHR,29,0,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,Month-to-Month,No,Bank Withdrawal,20.98,608.42,16,Yes,Yes,No,98.65,2862.75,0.0,Churned,Yes,Attitude,Attitude of support person,Female,76,Yes,No,0,863,Half Moon Bay,37.45567,-122.407992,17929
90716,2586-CWXVV,LKEH-CILGP,54,9,Yes,Cable,Yes,No,No,No,No,Yes,No,Month-to-Month,No,Bank Withdrawal,0.0,0.0,9,No,No,No,30.4,1621.35,0.0,Stayed,No,,,Male,45,No,Yes,0,137,Hawaiian Gardens,33.830431,-118.074071,14852
92408,4472-LVYGI,LKKF-BKPZX,10,2,Yes,Cable,Yes,No,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,0.0,0.0,20,Yes,No,No,52.55,525.5,0.0,Stayed,No,,,Female,43,No,Yes,0,482,San Bernardino,34.084909,-117.258107,12149
93103,1707-HABPF,LKOV-OMLYU,46,0,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,One Year,Yes,Bank Withdrawal,11.93,548.78,26,Yes,No,No,91.3,4126.35,0.0,Stayed,No,,,Female,65,Yes,No,0,625,Santa Barbara,34.438581,-119.685368,20893
90712,4187-CINZD,LKYY-SESZB,46,0,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,No,One Year,No,Credit Card,6.13,281.98,30,Yes,Yes,No,95.25,4424.2,0.0,Churned,Yes,Competitor,Competitor had better devices,Female,73,Yes,No,0,134,Lakewood,33.840524,-118.148403,30173
95472,2432-TFSMK,LKZZ-FMMQC,18,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,34.78,626.04,2,Yes,No,No,89.6,1633.0,0.0,Stayed,No,,,Male,43,No,No,0,1274,Sebastopol,38.398815,-122.861923,31266
95824,5056-FIMPT,LLHE-YGDPE,43,0,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Credit Card,10.19,438.17,10,Yes,Yes,Yes,106.0,4532.3,0.0,Stayed,No,,,Female,47,No,No,2,1436,Sacramento,38.517295,-121.439819,30580
94592,2582-FFFZR,LLKO-HYKZX,22,0,Yes,DSL,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,0.0,0.0,8,Yes,Yes,Yes,50.6,1073.3,0.0,Stayed,No,,,Female,34,No,No,0,990,Vallejo,38.093701,-122.276589,159
92123,0786-VSSUD,LLTM-YHWNT,16,0,Yes,DSL,Yes,No,No,No,No,Yes,No,Month-to-Month,Yes,Mailed Check,0.0,0.0,24,Yes,No,No,39.0,679.85,0.0,Churned,Yes,Competitor,Competitor had better devices,Male,68,Yes,No,0,371,San Diego,32.808814,-117.134694,25232
96124,0930-EHUZA,LMBA-JYKPO,36,0,Yes,Cable,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,44.87,1615.32,8,Yes,No,No,76.35,2606.35,0.0,Stayed,No,,,Female,33,No,No,0,1609,Calpine,39.672813,-120.456699,322
93517,1089-HDMKP,LMEZ-YMVVH,11,0,Yes,Cable,Yes,Yes,No,Yes,No,Yes,No,Two Year,Yes,Bank Withdrawal,11.86,130.46,23,No,No,No,54.55,601.25,0.0,Stayed,No,,,Male,72,Yes,No,1,740,Bridgeport,38.184583,-119.286558,826
95624,1402-PTHGN,LMQG-LDCYT,18,7,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Credit Card,40.36,726.48,51,No,No,No,61.5,1087.45,0.0,Stayed,No,,,Female,22,No,Yes,2,1345,Elk Grove,38.434138,-121.30587,38534
92308,4950-BDEUX,LMQH-FRCLO,35,0,Yes,DSL,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,0.0,0.0,26,Yes,Yes,Yes,49.2,1701.65,0.0,Stayed,No,,,Male,47,No,No,0,430,Apple Valley,34.424926,-117.184503,28819
90810,1383-EZRWL,LMTG-VMMBM,7,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,Mailed Check,48.22,337.54,0,No,No,No,20.05,164.85,0.0,Churned,,Other,Moved,Female,62,No,No,0,156,Long Beach,33.819814,-118.222416,35656
92003,2799-ARNLO,LNAQ-DEVZH,5,0,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,One Year,Yes,Bank Withdrawal,9.56,47.8,13,No,No,No,69.35,341.6,0.0,Stayed,No,,,Female,67,Yes,Yes,0,312,Bonsall,33.290907,-117.202895,3849
92102,4039-PIMHX,LNHX-YSAEY,49,4,Yes,DSL,Yes,Yes,No,No,No,Yes,No,Two Year,No,Credit Card,1.67,81.83,15,No,No,No,49.8,2398.4,0.0,Stayed,No,,,Male,74,Yes,Yes,0,351,San Diego,32.716007,-117.117462,47140
95372,4910-AQFFX,LNNR-AAMKZ,9,1,Yes,Cable,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,31.67,285.03,59,No,No,No,79.35,661.25,0.0,Churned,Yes,Dissatisfaction,Network reliability,Male,30,No,Yes,0,1211,Soulsbyville,37.990574,-120.261821,1519
94970,2887-JPYLU,LNRH-QIIVJ,41,0,Yes,DSL,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,38.94,1596.54,28,No,No,No,45.2,1841.9,0.0,Stayed,No,,,Female,58,No,No,3,1054,Stinson Beach,37.921137,-122.657562,781
96058,4393-RYCRE,LOFQ-HWRZJ,44,0,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,38.33,1686.52,41,Yes,Yes,Yes,106.05,4510.8,0.0,Stayed,No,,,Male,25,No,No,0,1562,Macdoel,41.769709,-121.92063,816
92026,5186-EJEGL,LOMR-AIKOC,9,0,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,34.43,309.87,51,Yes,No,Yes,69.5,653.25,0.0,Stayed,No,,,Male,24,No,No,0,323,Escondido,33.21846,-117.116916,43436
92061,0756-MPZRL,LOOF-OCUER,46,0,Yes,DSL,Yes,No,No,Yes,No,No,Yes,One Year,No,Credit Card,0.0,0.0,18,No,No,No,33.7,1537.85,0.0,Stayed,No,,,Male,35,No,No,0,335,Pauma Valley,33.313828,-116.940501,2615
96013,0895-DQHEW,LOQX-GBSRS,54,1,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,35.46,1914.84,23,Yes,Yes,Yes,104.3,5278.15,11.45,Churned,Yes,Competitor,Competitor offered more data,Male,47,No,Yes,0,1528,Burney,40.946785,-121.719489,4552
95634,1614-JBEBI,LOTP-VWYIZ,8,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,26.47,211.76,0,No,No,No,20.7,137.6,0.0,Stayed,No,,,Female,59,No,No,0,1355,Georgetown,38.9386,-120.785514,2723
95961,0859-YGKFW,LQBR-FCTIS,18,1,No,None,No,Yes,No,No,No,No,No,One Year,No,Bank Withdrawal,28.06,505.08,0,No,No,No,20.05,345.9,0.0,Stayed,No,,,Male,56,No,Yes,3,1495,Olivehurst,39.082568,-121.55325,6439
95037,0023-HGHWL,LQQQ-TJKDU,1,0,Yes,Cable,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,0.0,0.0,9,No,No,No,25.1,25.1,0.0,Churned,Yes,Competitor,Competitor made better offer,Male,67,Yes,No,0,1076,Morgan Hill,37.161544,-121.649371,41707
95423,3750-CKVKH,LQSU-BIAZQ,2,0,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,11.75,23.5,4,No,No,No,67.75,116.65,0.0,Churned,Yes,Other,Don't know,Male,58,No,No,0,1234,Clearlake Oaks,39.07116,-122.598542,3684
95485,1834-ABKHQ,LQXR-BDAWG,52,2,Yes,Cable,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,10.03,521.56,29,No,No,No,50.95,2610.65,0.0,Stayed,No,,,Female,59,No,Yes,2,1277,Upper Lake,39.220368,-122.907693,2344
95758,0637-KVDLV,LRXY-WKYDP,2,0,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,17.22,34.44,30,No,No,No,76.5,162.45,0.0,Churned,Yes,Other,Don't know,Male,30,No,No,0,1422,Elk Grove,38.35363,-121.44195,47065
92126,5143-EGQFK,LSCK-XICJZ,10,0,Yes,Cable,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,0.0,0.0,20,No,No,No,29.65,291.4,0.0,Churned,Yes,Other,Don't know,Female,76,Yes,No,0,373,San Diego,32.886925,-117.152162,74232
95356,2220-IAHLS,LSTL-EAKJV,1,0,No,None,No,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,2.85,2.85,0,No,No,No,19.4,19.4,0.0,Joined,No,,,Female,49,No,No,0,1198,Modesto,37.716186,-121.025836,26055
92663,3173-NVMPX,LSVI-RMHTL,9,1,Yes,DSL,Yes,Yes,Yes,No,No,Yes,No,Month-to-Month,Yes,Credit Card,23.36,210.24,22,No,No,No,55.3,501.2,0.0,Stayed,No,,,Female,51,No,Yes,3,550,Newport Beach,33.62251,-117.927024,22133
94402,3549-ZTMNH,LTFI-PLQAN,12,0,No,None,No,Yes,Yes,No,No,No,No,Two Year,Yes,Bank Withdrawal,26.17,314.04,0,No,No,No,24.0,269.65,0.0,Stayed,No,,,Male,56,No,Yes,1,922,San Mateo,37.556634,-122.317723,23393
95065,4884-ZTHVF,LTKR-OJTCJ,8,0,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,39.01,312.08,28,Yes,No,No,87.1,713.6,0.0,Stayed,No,,,Female,80,Yes,No,0,1088,Santa Cruz,37.031404,-121.981865,8365
94107,3683-QKIUE,LTQE-IERMW,6,0,Yes,DSL,Yes,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,21.91,131.46,12,No,No,No,50.8,288.05,0.0,Churned,Yes,Competitor,Competitor offered higher download speeds,Female,51,No,No,0,894,San Francisco,37.768881,-122.395521,17372
90505,5018-LXQQG,LTRN-WWHTU,30,1,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No,Month-to-Month,No,Bank Withdrawal,16.48,494.4,17,No,Yes,Yes,66.3,1923.5,0.0,Stayed,No,,,Female,47,No,Yes,2,111,Torrance,33.807882,-118.347957,34873
96029,1963-SVUCV,LTRV-OCXLA,1,0,Yes,DSL,No,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,28.37,28.37,7,No,No,No,45.3,45.3,0.0,Churned,Yes,Competitor,Competitor offered higher download speeds,Male,59,No,No,0,1542,Flournoy,39.84784,-122.544556,84
91201,3174-RKMOW,LUSN-TJQMS,35,8,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,48.3,1690.5,73,Yes,Yes,Yes,109.95,3782.4,31.9,Stayed,No,,,Male,24,No,Yes,3,179,Glendale,34.17051,-118.289463,23981
95249,3251-YMVWZ,LVER-UEBBX,53,0,No,None,No,Yes,Yes,No,No,No,No,One Year,No,Bank Withdrawal,39.37,2086.61,0,No,No,No,24.05,1301.9,0.0,Stayed,No,,,Male,34,No,No,0,1152,San Andreas,38.196497,-120.61689,3930
95663,1728-BQDMA,LWDN-BGDFQ,2,0,Yes,DSL,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,18.7,37.4,59,No,No,No,44.45,82.7,0.0,Joined,No,,,Female,22,No,No,0,1376,Penryn,38.859093,-121.182872,2048
95212,4925-LMHOK,LWHP-VTJZK,15,0,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,No,Month-to-Month,Yes,Credit Card,14.79,221.85,59,No,No,No,58.6,939.7,0.0,Churned,Yes,Dissatisfaction,Service dissatisfaction,Male,29,No,No,0,1130,Stockton,38.049457,-121.21653,6951
